"No.","Time","Source","Destination","Length","Info","tcp_dstport","tcp_srcport","udp_dstport","udp_srcport","Protocol","sport","dport"
"14983","171.563766000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"14984","171.569516000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"14985","171.573660000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"14986","171.580702000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"14987","171.580897000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"14988","171.592170000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"14989","171.593937000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"14990","171.611851000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"14991","171.613673000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"14992","171.632818000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"14993","171.633803000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"14994","171.650929000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"14995","171.670826000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"14996","171.691284000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"14997","171.711911000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"14998","171.731934000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"14999","171.733704000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15000","171.749891000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15001","171.770958000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15003","171.791593000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15004","171.815469000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15005","171.832215000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15006","171.833768000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15007","171.851945000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15008","171.870201000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15009","171.873712000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15010","171.891459000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15011","171.893747000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15012","171.910257000","128.119.247.197","173.194.207.127","155","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15013","171.913746000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15014","171.932229000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15015","171.933889000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15016","171.952438000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15017","171.953838000","173.194.207.127","128.119.247.197","232","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15023","171.971457000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15024","171.973770000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15025","171.991599000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15026","172.011763000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15032","172.023450000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"15034","172.032500000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15035","172.043945000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"15036","172.052288000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15037","172.072276000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15038","172.073659000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15039","172.090468000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15040","172.112346000","128.119.247.197","173.194.207.127","134","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15041","172.132853000","128.119.247.197","173.194.207.127","140","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15042","172.150606000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15043","172.170325000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15044","172.173666000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15045","172.189831000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15046","172.211670000","128.119.247.197","173.194.207.127","155","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15047","172.232176000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15048","172.249995000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15049","172.270811000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15050","172.273823000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15051","172.292076000","128.119.247.197","173.194.207.127","156","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15052","172.310218000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15053","172.330690000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15054","172.352485000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15056","172.371284000","128.119.247.197","173.194.207.127","140","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15057","172.373746000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15058","172.388906000","128.119.247.197","173.194.207.127","140","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15060","172.409965000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15061","172.432429000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15062","172.449731000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15063","172.470508000","128.119.247.197","173.194.207.127","140","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15064","172.474016000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15065","172.491050000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15066","172.503710000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"15067","172.511777000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15068","172.524356000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"15069","172.532560000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15070","172.542120000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15071","172.551939000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15072","172.570436000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15073","172.573834000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15074","172.581008000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"15075","172.581167000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"15076","172.590695000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15077","172.611440000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15078","172.632020000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15079","172.652861000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15080","172.672282000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15081","172.673826000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15082","172.690359000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15083","172.710863000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15084","172.730641000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15085","172.751491000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15086","172.771776000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15087","172.775306000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15088","172.792365000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15089","172.812138000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15090","172.832234000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15091","172.851251000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15092","172.870657000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15093","172.873867000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15094","172.891303000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15095","172.911741000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15096","172.932227000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15097","172.951102000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15098","172.970809000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15099","172.974126000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15100","172.984083000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"15101","172.990386000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15103","173.004854000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"15104","173.009025000","173.194.207.127","128.119.247.197","88","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15105","173.011858000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15106","173.031733000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15107","173.056240000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15112","173.070040000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15117","173.073668000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15118","173.091125000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15119","173.109869000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15126","173.132183000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15127","173.151862000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15128","173.171814000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15129","173.173784000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15130","173.191939000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15131","173.211008000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15132","173.232919000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15133","173.253320000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15134","173.270692000","128.119.247.197","173.194.207.127","154","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15135","173.273744000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15136","173.291386000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15138","173.311548000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15139","173.331976000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15140","173.351617000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15141","173.371802000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15142","173.373777000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15143","173.392479000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15144","173.410719000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15145","173.431784000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15146","173.451617000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15147","173.464312000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"15148","173.471251000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15149","173.473694000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15151","173.484683000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"15152","173.492508000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15153","173.510687000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15154","173.530885000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15155","173.551487000","128.119.247.197","173.194.207.127","143","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15156","173.571327000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15157","173.573515000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15158","173.581056000","173.194.207.127","128.119.247.197","98","Binding Request user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","49949","19305","49949","19305","STUN","19305","49949"
"15159","173.581277000","128.119.247.197","173.194.207.127","110","Binding Success Response MAPPED-ADDRESS: 173.194.207.127:19305 user: Ia1b7iIgyrYicXIGMAWNlCedXTtPEzCW","19305","49949","19305","49949","STUN","49949","19305"
"15160","173.591069000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15161","173.611175000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15162","173.631763000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15163","173.651064000","128.119.247.197","173.194.207.127","140","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15164","173.664338000","128.119.247.197","173.194.207.127","64","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15165","173.671234000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15166","173.673634000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15167","173.691763000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15168","173.711878000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15169","173.730464000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15170","173.750974000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15171","173.770617000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15172","173.773807000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15173","173.790484000","128.119.247.197","173.194.207.127","151","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15175","173.810795000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15176","173.830493000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15177","173.852335000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15178","173.868594000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15179","173.873791000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15180","173.891631000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15182","173.911620000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15183","173.932144000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15184","173.944475000","128.119.247.197","173.194.207.127","98","Binding Request user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG","19305","49949","19305","49949","STUN","49949","19305"
"15185","173.952758000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15186","173.965052000","173.194.207.127","128.119.247.197","110","Binding Success Response user: MAWNlCedXTtPEzCWIa1b7iIgyrYicXIG XOR-MAPPED-ADDRESS: 128.119.247.197:49949","49949","19305","49949","19305","STUN","19305","49949"
"15187","173.973696000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15188","173.973860000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15189","173.990883000","128.119.247.197","173.194.207.127","144","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15190","174.011974000","128.119.247.197","173.194.207.127","147","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15191","174.032343000","128.119.247.197","173.194.207.127","140","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15192","174.051403000","128.119.247.197","173.194.207.127","142","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15193","174.071760000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15194","174.073674000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15195","174.090476000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15196","174.110292000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15197","174.130295000","128.119.247.197","173.194.207.127","149","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15198","174.151398000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15199","174.169482000","128.119.247.197","173.194.207.127","146","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15200","174.173797000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15201","174.192316000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15203","174.212795000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15204","174.228526000","128.119.247.197","173.194.207.127","145","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15205","174.251664000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15206","174.270689000","128.119.247.197","173.194.207.127","153","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15207","174.273726000","173.194.207.127","128.119.247.197","81","Source port: 19305  Destination port: 49949","49949","19305","49949","19305","UDP","19305","49949"
"15208","174.290670000","128.119.247.197","173.194.207.127","148","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15209","174.312620000","128.119.247.197","173.194.207.127","150","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15210","174.331789000","128.119.247.197","173.194.207.127","155","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
"15211","174.352164000","128.119.247.197","173.194.207.127","152","Source port: 49949  Destination port: 19305","19305","49949","19305","49949","UDP","49949","19305"
